age,sex,educ,income91,satjob,life,impjob,hrs1,degree,anomia5,happy
42,Female,10,$15000-17499,Mod satisfied,Dull,Very important,40,Less than HS,Agree,NOT TOO HAPPY
29,Male,9,$22500-24999,A little dissatisfied,Routine,Very important,40,Less than HS,Agree,PRETTY HAPPY
19,Male,11,$75000+,Very satisfied,Exciting,Somewhat important,25,Less than HS,Agree,VERY HAPPY
26,Female,13,$40000-49999,Mod satisfied,Routine,Somewhat important,40,High school,Agree,PRETTY HAPPY
60,Male,14,$10000-12499,Mod satisfied,Routine,One of most important,40,Junior college,Agree,NOT TOO HAPPY
25,Female,14,$17500-19999,Very satisfied,NA,Very important,40,High school,NA,VERY HAPPY
44,Male,17,$35000-39999,Mod satisfied,Routine,One of most important,35,Bachelor,Agree,PRETTY HAPPY
31,Female,12,$20000-22499,Very satisfied,Exciting,Somewhat important,15,High school,Disagree,VERY HAPPY
53,Female,12,$12500-14999,NA,NA,Somewhat important,NA,High school,NA,VERY HAPPY
38,Male,12,$40000-49999,Very satisfied,NA,Somewhat important,50,High school,NA,PRETTY HAPPY
60,Female,7,REFUSED,NA,Routine,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
48,Female,12,$35000-39999,NA,Exciting,Very important,NA,High school,Disagree,PRETTY HAPPY
34,Female,18,$60000-74999,Very satisfied,Exciting,One of most important,45,Graduate,Disagree,PRETTY HAPPY
69,Female,13,$10000-12499,NA,Exciting,Somewhat important,NA,High school,Disagree,VERY HAPPY
48,Female,8,REFUSED,NA,Exciting,One of most important,NA,Less than HS,Disagree,PRETTY HAPPY
79,Female,12,REFUSED,Very satisfied,NA,Very important,2,High school,NA,VERY HAPPY
49,Female,16,$35000-39999,Very satisfied,Exciting,One of most important,40,Bachelor,Agree,PRETTY HAPPY
33,Male,19,$25000-29999,Very satisfied,NA,Very important,40,Graduate,NA,VERY HAPPY
55,Female,16,$60000-74999,Mod satisfied,Exciting,Very important,80,Bachelor,Agree,PRETTY HAPPY
21,Male,12,$60000-74999,Mod satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
36,Male,17,$50000-59999,Mod satisfied,Exciting,Very important,40,Bachelor,Disagree,VERY HAPPY
65,Male,14,$17500-19999,NA,Routine,Somewhat important,NA,High school,Agree,PRETTY HAPPY
59,Male,16,$75000+,Very satisfied,NA,Very important,10,Bachelor,NA,VERY HAPPY
50,Female,16,$60000-74999,Very satisfied,Exciting,One of most important,30,Bachelor,Agree,PRETTY HAPPY
78,Female,12,$3000-3999,NA,Routine,Not at all important,NA,High school,Agree,PRETTY HAPPY
74,Male,10,$12500-14999,NA,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
31,Male,12,$50000-59999,Mod satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
89,Female,14,$15000-17499,NA,Routine,Very important,NA,Junior college,Agree,PRETTY HAPPY
75,Female,14,REFUSED,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
47,Male,12,$75000+,Very satisfied,Exciting,Very important,50,High school,Agree,VERY HAPPY
38,Male,8,$12500-14999,A little dissatisfied,Routine,One of most important,36,Less than HS,Agree,PRETTY HAPPY
37,Male,12,$12500-14999,Mod satisfied,Routine,One of most important,NA,High school,Agree,NOT TOO HAPPY
49,Male,7,$17500-19999,Very satisfied,NA,One of most important,30,Less than HS,NA,VERY HAPPY
39,Female,12,$40000-49999,Very satisfied,Routine,Very important,65,High school,Agree,PRETTY HAPPY
64,Female,12,NA,Very satisfied,NA,Not at all important,NA,High school,NA,VERY HAPPY
53,Female,NA,REFUSED,NA,Dull,NA,NA,NA,NA,VERY HAPPY
28,Female,16,$22500-24999,Very satisfied,NA,Not too important,4,Bachelor,NA,VERY HAPPY
24,Male,11,$25000-29999,Mod satisfied,NA,Very important,38,Less than HS,NA,VERY HAPPY
80,Female,10,$15000-17499,Very satisfied,Exciting,Not at all important,NA,Less than HS,Agree,VERY HAPPY
70,Male,18,$35000-39999,NA,Exciting,Very important,NA,Graduate,Agree,VERY HAPPY
37,Male,12,$35000-39999,Mod satisfied,Exciting,Very important,50,High school,Disagree,PRETTY HAPPY
67,Female,16,NA,NA,NA,Somewhat important,NA,Bachelor,NA,PRETTY HAPPY
40,Female,12,$20000-22499,Very satisfied,Exciting,Very important,40,High school,Agree,VERY HAPPY
26,Male,14,$35000-39999,Mod satisfied,NA,Somewhat important,50,Junior college,NA,PRETTY HAPPY
37,Female,18,$75000+,NA,NA,Very important,NA,Graduate,NA,VERY HAPPY
33,Female,13,$12500-14999,Mod satisfied,NA,Somewhat important,40,High school,NA,PRETTY HAPPY
50,Female,12,$30000-34999,A little dissatisfied,Exciting,Very important,40,High school,Agree,PRETTY HAPPY
46,Male,14,$50000-59999,Very satisfied,Exciting,Somewhat important,40,High school,Disagree,VERY HAPPY
60,Male,13,$50000-59999,Very satisfied,Exciting,Very important,40,Junior college,Agree,PRETTY HAPPY
29,Female,16,$25000-29999,Very satisfied,Exciting,Not too important,52,Bachelor,Disagree,VERY HAPPY
22,Female,12,$22500-24999,Very satisfied,NA,Very important,24,High school,NA,VERY HAPPY
72,Male,7,$17500-19999,NA,Routine,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
28,Male,17,$75000+,Mod satisfied,Exciting,Somewhat important,75,High school,Disagree,PRETTY HAPPY
29,Male,16,$30000-34999,Very satisfied,NA,Very important,40,Bachelor,NA,VERY HAPPY
46,Female,14,$60000-74999,Very satisfied,Exciting,One of most important,40,Junior college,Agree,PRETTY HAPPY
25,Male,13,$20000-22499,Mod satisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
47,Female,16,$60000-74999,Very satisfied,Routine,One of most important,5,Bachelor,Agree,PRETTY HAPPY
78,Male,11,$17500-19999,NA,NA,Very important,NA,High school,NA,VERY HAPPY
73,Male,16,$25000-29999,NA,NA,Very important,NA,Bachelor,NA,PRETTY HAPPY
36,Male,8,$17500-19999,Very satisfied,NA,Very important,48,Less than HS,NA,PRETTY HAPPY
77,Male,11,$25000-29999,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
37,Male,10,$30000-34999,Mod satisfied,Routine,Very important,40,High school,Agree,NOT TOO HAPPY
25,Female,13,$35000-39999,Very satisfied,Routine,Very important,43,High school,Agree,PRETTY HAPPY
32,Female,9,$20000-22499,Very satisfied,Exciting,Very important,NA,Less than HS,Agree,VERY HAPPY
40,Male,18,$75000+,Very satisfied,Routine,Very important,80,Graduate,Agree,PRETTY HAPPY
33,Female,13,$17500-19999,A little dissatisfied,Routine,Very important,8,High school,Agree,NOT TOO HAPPY
39,Female,12,$50000-59999,Mod satisfied,Routine,Very important,72,High school,Disagree,PRETTY HAPPY
33,Female,14,$30000-34999,Very satisfied,Routine,Very important,40,High school,Agree,VERY HAPPY
26,Male,12,$30000-34999,Mod satisfied,Dull,Very important,58,High school,Agree,PRETTY HAPPY
28,Female,12,$20000-22499,Mod satisfied,Routine,Very important,40,High school,Disagree,PRETTY HAPPY
29,Female,15,$17500-19999,Very satisfied,Exciting,Very important,55,High school,Agree,VERY HAPPY
33,Male,16,$25000-29999,A little dissatisfied,Routine,Very important,40,Bachelor,Agree,NOT TOO HAPPY
35,Male,17,$25000-29999,Very satisfied,Exciting,Very important,50,Graduate,Agree,PRETTY HAPPY
74,Female,13,$30000-34999,Very satisfied,NA,Not too important,NA,High school,NA,VERY HAPPY
75,Female,11,$5000-5999,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
49,Female,15,REFUSED,Very satisfied,Exciting,Very important,45,High school,Disagree,VERY HAPPY
69,Male,16,$50000-59999,NA,NA,Somewhat important,NA,Bachelor,NA,PRETTY HAPPY
35,Female,13,$10000-12499,A little dissatisfied,Routine,Very important,NA,High school,Agree,NOT TOO HAPPY
28,Male,18,$22500-24999,Mod satisfied,NA,Somewhat important,10,High school,NA,PRETTY HAPPY
71,Female,6,$1000-2999,NA,Exciting,Very important,NA,Less than HS,Agree,PRETTY HAPPY
64,Female,12,NA,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
62,Female,6,$12500-14999,NA,Routine,NA,NA,Less than HS,Agree,PRETTY HAPPY
35,Male,9,$25000-29999,A little dissatisfied,NA,One of most important,50,High school,NA,PRETTY HAPPY
46,Male,14,$75000+,A little dissatisfied,Routine,Very important,58,Junior college,Disagree,PRETTY HAPPY
58,Male,18,$15000-17499,Very satisfied,Routine,Very important,NA,Bachelor,Disagree,NOT TOO HAPPY
42,Male,11,$7000-7999,Mod satisfied,NA,Very important,40,Less than HS,NA,PRETTY HAPPY
43,Female,NA,$3000-3999,NA,Exciting,NA,NA,NA,Disagree,NOT TOO HAPPY
59,Female,9,$10000-12499,NA,Routine,Somewhat important,NA,Less than HS,Agree,PRETTY HAPPY
38,Female,10,$7000-7999,NA,Routine,One of most important,NA,Less than HS,Agree,NOT TOO HAPPY
48,Female,11,$60000-74999,Mod satisfied,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
34,Female,12,$25000-29999,Mod satisfied,NA,Not too important,NA,High school,NA,VERY HAPPY
44,Female,13,$75000+,Very satisfied,NA,Very important,8,High school,NA,PRETTY HAPPY
23,Male,14,$22500-24999,Very satisfied,Routine,Very important,50,High school,Agree,PRETTY HAPPY
37,Male,13,$50000-59999,Very satisfied,NA,Very important,80,High school,NA,VERY HAPPY
34,Male,14,$30000-34999,Very satisfied,NA,One of most important,40,High school,NA,PRETTY HAPPY
26,Male,14,$50000-59999,A little dissatisfied,NA,Very important,50,High school,NA,PRETTY HAPPY
58,Male,13,$15000-17499,Mod satisfied,NA,Somewhat important,8,High school,NA,PRETTY HAPPY
87,Male,12,$40000-49999,NA,Routine,One of most important,NA,High school,Disagree,VERY HAPPY
69,Male,18,$35000-39999,NA,Exciting,Somewhat important,NA,Graduate,Disagree,VERY HAPPY
65,Male,12,REFUSED,NA,NA,One of most important,NA,High school,NA,VERY HAPPY
31,Male,20,$75000+,Very satisfied,Exciting,Very important,89,Graduate,Disagree,VERY HAPPY
66,Female,16,$40000-49999,NA,Exciting,Very important,NA,Bachelor,Agree,PRETTY HAPPY
69,Female,17,$40000-49999,NA,Routine,Very important,NA,Bachelor,Agree,PRETTY HAPPY
NA,Female,16,REFUSED,NA,Routine,Not at all important,NA,Bachelor,Agree,PRETTY HAPPY
53,Female,18,$75000+,Very satisfied,Exciting,Very important,40,Graduate,Agree,VERY HAPPY
72,Male,13,REFUSED,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
26,Male,12,$20000-22499,Mod satisfied,Dull,Very important,NA,High school,Agree,NOT TOO HAPPY
25,Male,12,$22500-24999,Mod satisfied,Exciting,Very important,43,High school,Agree,PRETTY HAPPY
37,Female,13,$40000-49999,Mod satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
58,Male,14,$17500-19999,Very satisfied,Routine,One of most important,65,High school,Disagree,PRETTY HAPPY
25,Female,16,$60000-74999,Very satisfied,NA,One of most important,50,Bachelor,NA,PRETTY HAPPY
35,Female,8,$4000-4999,A little dissatisfied,NA,Very important,NA,Less than HS,NA,VERY HAPPY
60,Female,6,$4000-4999,NA,NA,Very important,NA,Less than HS,NA,NA
33,Male,10,$35000-39999,Very satisfied,Exciting,One of most important,55,Less than HS,Disagree,PRETTY HAPPY
24,Male,15,$22500-24999,NA,Exciting,Somewhat important,NA,High school,Agree,PRETTY HAPPY
82,Male,12,$10000-12499,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
29,Male,16,$5000-5999,A little dissatisfied,Routine,Very important,NA,Junior college,Agree,PRETTY HAPPY
41,Female,15,NA,Very satisfied,Routine,Somewhat important,48,High school,Agree,VERY HAPPY
73,Female,8,NA,Very satisfied,NA,Very important,NA,Less than HS,NA,VERY HAPPY
30,Male,12,$30000-34999,Mod satisfied,Routine,Somewhat important,40,High school,Agree,PRETTY HAPPY
68,Female,13,REFUSED,NA,NA,Very important,NA,High school,NA,VERY HAPPY
68,Female,10,NA,NA,Routine,Not too important,NA,Less than HS,Disagree,PRETTY HAPPY
39,Female,12,$10000-12499,Mod satisfied,NA,Somewhat important,20,High school,NA,VERY HAPPY
56,Female,10,$6000-6999,A little dissatisfied,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
37,Female,12,$40000-49999,A little dissatisfied,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
68,Male,12,$20000-22499,NA,NA,One of most important,NA,High school,NA,PRETTY HAPPY
66,Male,13,$40000-49999,NA,NA,One of most important,NA,High school,NA,PRETTY HAPPY
78,Female,12,REFUSED,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
59,Male,12,$25000-29999,Mod satisfied,Routine,One of most important,70,High school,Agree,PRETTY HAPPY
22,Female,12,LT $1000,A little dissatisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
33,Male,14,$20000-22499,Mod satisfied,Routine,Very important,60,High school,Disagree,PRETTY HAPPY
51,Male,9,$12500-14999,NA,Dull,Very important,NA,High school,Agree,NOT TOO HAPPY
52,Male,12,$25000-29999,Very satisfied,Exciting,One of most important,NA,High school,Agree,PRETTY HAPPY
21,Female,15,$30000-34999,Very satisfied,Exciting,Somewhat important,25,High school,Agree,VERY HAPPY
46,Female,20,$50000-59999,Mod satisfied,Routine,Very important,60,Graduate,Disagree,PRETTY HAPPY
25,Male,17,$40000-49999,Very satisfied,Exciting,Very important,45,High school,Disagree,VERY HAPPY
36,Male,16,$75000+,Mod satisfied,NA,Very important,70,Bachelor,NA,PRETTY HAPPY
86,Female,11,$30000-34999,Mod satisfied,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
47,Male,12,$20000-22499,Mod satisfied,Routine,One of most important,55,High school,Agree,PRETTY HAPPY
28,Male,10,$10000-12499,Mod satisfied,Exciting,Very important,40,Less than HS,Agree,PRETTY HAPPY
28,Female,12,$6000-6999,Very satisfied,NA,Somewhat important,40,High school,NA,PRETTY HAPPY
40,Female,12,$17500-19999,Mod satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
52,Female,12,NA,NA,NA,NA,NA,NA,Agree,NA
28,Female,10,$5000-5999,Mod satisfied,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
82,Female,10,$7000-7999,NA,Routine,Not too important,NA,Less than HS,Agree,VERY HAPPY
72,Female,9,NA,NA,NA,NA,NA,Less than HS,NA,PRETTY HAPPY
32,Female,12,NA,Mod satisfied,NA,One of most important,NA,NA,NA,VERY HAPPY
64,Female,16,$30000-34999,NA,Exciting,Very important,NA,Bachelor,Disagree,VERY HAPPY
74,Male,5,$4000-4999,NA,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
35,Male,15,$4000-4999,Very satisfied,Routine,Very important,50,High school,Disagree,PRETTY HAPPY
63,Female,16,$35000-39999,Very dissatisfied,NA,Very important,40,Bachelor,NA,NOT TOO HAPPY
49,Female,14,$15000-17499,Mod satisfied,NA,Somewhat important,40,High school,NA,PRETTY HAPPY
35,Male,14,$20000-22499,Mod satisfied,Routine,Somewhat important,50,Junior college,Agree,PRETTY HAPPY
33,Female,16,$7000-7999,NA,Exciting,One of most important,NA,High school,Agree,VERY HAPPY
32,Male,16,$8000-9999,Very satisfied,Routine,Very important,42,High school,Agree,PRETTY HAPPY
42,Female,19,$25000-29999,Mod satisfied,NA,Very important,34,Graduate,NA,PRETTY HAPPY
40,Male,15,REFUSED,Mod satisfied,Exciting,Very important,60,High school,Agree,VERY HAPPY
24,Female,16,$8000-9999,NA,Exciting,Very important,NA,Bachelor,Agree,PRETTY HAPPY
38,Male,13,$12500-14999,Mod satisfied,NA,Somewhat important,48,High school,NA,PRETTY HAPPY
36,Male,8,$6000-6999,Very satisfied,NA,One of most important,NA,Less than HS,NA,VERY HAPPY
23,Female,13,$15000-17499,Mod satisfied,NA,Very important,30,High school,NA,PRETTY HAPPY
30,Male,12,$12500-14999,Very dissatisfied,Routine,Very important,40,High school,Disagree,PRETTY HAPPY
29,Female,12,$17500-19999,A little dissatisfied,Routine,Very important,50,High school,Disagree,PRETTY HAPPY
37,Female,13,$17500-19999,Mod satisfied,Dull,Not too important,56,High school,Agree,NOT TOO HAPPY
40,Male,12,$30000-34999,Very satisfied,Routine,Very important,50,High school,Agree,PRETTY HAPPY
52,Female,14,$60000-74999,Mod satisfied,Exciting,Very important,NA,High school,Disagree,PRETTY HAPPY
79,Female,12,$20000-22499,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
29,Female,12,$40000-49999,Mod satisfied,Routine,Very important,40,High school,Agree,VERY HAPPY
59,Male,12,$30000-34999,A little dissatisfied,Dull,Very important,40,High school,Agree,NOT TOO HAPPY
28,Male,18,$10000-12499,Very satisfied,Exciting,Very important,40,Graduate,Disagree,PRETTY HAPPY
35,Female,18,$35000-39999,Mod satisfied,NA,Very important,60,Bachelor,NA,VERY HAPPY
32,Female,9,$12500-14999,Very satisfied,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
23,Male,16,$8000-9999,NA,Exciting,One of most important,20,High school,Disagree,PRETTY HAPPY
50,Female,18,$75000+,Very satisfied,Exciting,One of most important,35,Graduate,Disagree,VERY HAPPY
43,Male,16,$35000-39999,Mod satisfied,Exciting,Very important,40,Bachelor,Disagree,PRETTY HAPPY
39,Female,13,$50000-59999,Mod satisfied,Routine,Very important,65,High school,Agree,PRETTY HAPPY
50,Female,13,$10000-12499,Mod satisfied,Exciting,Very important,15,High school,Agree,NOT TOO HAPPY
78,Female,10,$12500-14999,NA,Exciting,Very important,NA,Less than HS,Agree,VERY HAPPY
43,Female,18,$12500-14999,Mod satisfied,Dull,Very important,30,Bachelor,Agree,PRETTY HAPPY
34,Male,18,$40000-49999,Very satisfied,Exciting,Very important,60,Bachelor,Agree,PRETTY HAPPY
57,Female,11,$22500-24999,Mod satisfied,Routine,Not too important,40,High school,Agree,VERY HAPPY
63,Male,12,$12500-14999,NA,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
48,Male,14,REFUSED,Mod satisfied,Exciting,Very important,40,High school,Disagree,PRETTY HAPPY
48,Female,14,REFUSED,Very dissatisfied,NA,NA,NA,High school,NA,NOT TOO HAPPY
28,Male,16,$40000-49999,Mod satisfied,NA,Very important,35,Bachelor,NA,PRETTY HAPPY
42,Female,18,$50000-59999,Mod satisfied,Routine,One of most important,40,Graduate,Agree,NOT TOO HAPPY
32,Female,12,$40000-49999,Mod satisfied,Routine,Very important,21,High school,Agree,VERY HAPPY
24,Female,14,$30000-34999,NA,Exciting,Very important,NA,Junior college,Disagree,VERY HAPPY
57,Male,20,$75000+,Very satisfied,NA,Very important,70,Bachelor,NA,PRETTY HAPPY
55,Male,12,$20000-22499,Very satisfied,NA,Somewhat important,80,High school,NA,VERY HAPPY
35,Female,12,$40000-49999,Mod satisfied,Exciting,Not too important,55,High school,Agree,PRETTY HAPPY
55,Female,16,$10000-12499,Very satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
34,Male,12,$25000-29999,Very satisfied,NA,One of most important,65,High school,NA,VERY HAPPY
28,Female,13,$25000-29999,Mod satisfied,NA,Somewhat important,25,High school,NA,VERY HAPPY
21,Male,13,$25000-29999,Very satisfied,Exciting,One of most important,45,Less than HS,Agree,PRETTY HAPPY
73,Female,8,NA,NA,NA,NA,NA,Less than HS,NA,PRETTY HAPPY
32,Female,17,$12500-14999,Mod satisfied,NA,One of most important,30,Bachelor,NA,NOT TOO HAPPY
58,Female,12,$3000-3999,NA,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
28,Male,13,$30000-34999,A little dissatisfied,NA,Not too important,40,High school,NA,PRETTY HAPPY
24,Female,12,$22500-24999,Mod satisfied,NA,Somewhat important,45,High school,NA,PRETTY HAPPY
41,Female,14,$12500-14999,NA,Exciting,Very important,NA,Junior college,Agree,NOT TOO HAPPY
40,Male,12,$30000-34999,Mod satisfied,Routine,Not too important,NA,High school,Disagree,PRETTY HAPPY
69,Male,9,$15000-17499,NA,Routine,Very important,NA,Less than HS,Agree,PRETTY HAPPY
42,Female,14,$75000+,Very satisfied,Exciting,Very important,40,High school,Agree,VERY HAPPY
36,Female,12,$50000-59999,Very satisfied,NA,Somewhat important,32,High school,NA,PRETTY HAPPY
20,Male,12,NA,Mod satisfied,NA,Very important,16,High school,NA,PRETTY HAPPY
34,Female,12,$20000-22499,NA,Exciting,Very important,NA,High school,Agree,VERY HAPPY
66,Male,18,$60000-74999,NA,NA,Very important,NA,Graduate,NA,PRETTY HAPPY
57,Male,17,$75000+,A little dissatisfied,Routine,One of most important,60,Bachelor,Agree,PRETTY HAPPY
53,Male,14,$75000+,A little dissatisfied,Exciting,One of most important,70,Junior college,Agree,NOT TOO HAPPY
66,Female,12,$50000-59999,Very satisfied,NA,Very important,15,Less than HS,NA,NOT TOO HAPPY
42,Male,16,$50000-59999,Very satisfied,Exciting,Very important,44,Bachelor,Agree,VERY HAPPY
60,Male,13,$60000-74999,Mod satisfied,Routine,Very important,60,High school,Agree,PRETTY HAPPY
48,Female,16,$30000-34999,A little dissatisfied,Exciting,One of most important,40,Bachelor,Agree,PRETTY HAPPY
41,Male,16,$25000-29999,Very satisfied,Exciting,Very important,30,Bachelor,Agree,PRETTY HAPPY
57,Female,14,$7000-7999,NA,Exciting,Very important,NA,Less than HS,Agree,VERY HAPPY
21,Male,12,$17500-19999,NA,Exciting,One of most important,NA,High school,Agree,VERY HAPPY
34,Male,14,$30000-34999,Mod satisfied,NA,Somewhat important,50,Junior college,NA,PRETTY HAPPY
39,Male,11,$8000-9999,NA,NA,Somewhat important,NA,Less than HS,NA,NOT TOO HAPPY
30,Male,17,$50000-59999,Very satisfied,Routine,Very important,40,Graduate,Disagree,VERY HAPPY
22,Female,12,LT $1000,Mod satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
40,Female,14,$75000+,NA,NA,Somewhat important,NA,High school,NA,VERY HAPPY
74,Male,2,$5000-5999,NA,Exciting,Very important,NA,Less than HS,Agree,PRETTY HAPPY
36,Female,13,$40000-49999,Mod satisfied,NA,Somewhat important,30,High school,NA,PRETTY HAPPY
19,Female,11,$12500-14999,NA,NA,Very important,NA,Less than HS,NA,VERY HAPPY
63,Female,12,$4000-4999,Very dissatisfied,Exciting,One of most important,NA,High school,Agree,NOT TOO HAPPY
38,Male,12,$35000-39999,Very satisfied,Exciting,One of most important,NA,High school,Disagree,VERY HAPPY
29,Female,12,$22500-24999,A little dissatisfied,Routine,One of most important,40,High school,Agree,NOT TOO HAPPY
43,Male,16,$40000-49999,Mod satisfied,NA,Very important,30,Bachelor,NA,PRETTY HAPPY
28,Female,15,$15000-17499,Mod satisfied,Exciting,Very important,34,High school,Agree,VERY HAPPY
74,Male,8,$15000-17499,NA,Routine,Very important,NA,Less than HS,Disagree,VERY HAPPY
89,Female,9,$4000-4999,NA,NA,Very important,NA,Less than HS,NA,VERY HAPPY
68,Female,12,$8000-9999,Mod satisfied,Exciting,Somewhat important,NA,High school,Disagree,NOT TOO HAPPY
60,Female,11,$12500-14999,Very satisfied,NA,Somewhat important,NA,Less than HS,NA,PRETTY HAPPY
43,Male,8,LT $1000,Very satisfied,Routine,Very important,6,Less than HS,Agree,NOT TOO HAPPY
73,Male,12,$22500-24999,NA,Routine,Very important,NA,High school,Agree,NOT TOO HAPPY
71,Male,8,$12500-14999,NA,Exciting,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
36,Male,9,$15000-17499,Mod satisfied,Routine,Very important,44,Less than HS,Agree,PRETTY HAPPY
46,Female,12,$30000-34999,Mod satisfied,Routine,Very important,40,High school,Disagree,VERY HAPPY
36,Male,10,$40000-49999,Very satisfied,NA,Very important,47,High school,NA,VERY HAPPY
46,Female,13,$15000-17499,A little dissatisfied,NA,One of most important,40,High school,NA,PRETTY HAPPY
27,Female,12,$17500-19999,Very satisfied,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
50,Male,13,$50000-59999,Very satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
67,Female,7,LT $1000,NA,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
88,Female,7,$6000-6999,NA,Routine,Not too important,NA,Less than HS,Disagree,PRETTY HAPPY
76,Female,12,$12500-14999,NA,Exciting,Very important,NA,High school,Disagree,PRETTY HAPPY
24,Male,16,$15000-17499,Mod satisfied,NA,Very important,60,Junior college,NA,PRETTY HAPPY
26,Male,17,$10000-12499,Mod satisfied,Routine,Very important,30,Bachelor,Disagree,PRETTY HAPPY
24,Female,16,$20000-22499,Very satisfied,Exciting,Very important,45,Bachelor,Agree,PRETTY HAPPY
38,Female,14,$50000-59999,Mod satisfied,Routine,Very important,NA,High school,NA,PRETTY HAPPY
42,Female,15,$40000-49999,Very satisfied,NA,Very important,25,Junior college,NA,VERY HAPPY
65,Female,12,NA,NA,NA,Somewhat important,NA,High school,NA,PRETTY HAPPY
32,Female,18,$50000-59999,Very satisfied,Routine,Not too important,40,Graduate,Disagree,PRETTY HAPPY
28,Female,12,$12500-14999,NA,Routine,Very important,NA,High school,Disagree,VERY HAPPY
29,Female,12,$17500-19999,Mod satisfied,Routine,Very important,54,High school,Agree,VERY HAPPY
37,Female,15,$15000-17499,A little dissatisfied,NA,Very important,45,High school,NA,PRETTY HAPPY
44,Female,16,$5000-5999,NA,Dull,One of most important,NA,Bachelor,Agree,PRETTY HAPPY
37,Female,17,$25000-29999,Mod satisfied,Routine,Somewhat important,NA,Bachelor,Disagree,VERY HAPPY
26,Female,19,$12500-14999,A little dissatisfied,Routine,Very important,30,Bachelor,Agree,VERY HAPPY
46,Male,12,$22500-24999,Mod satisfied,Routine,Very important,40,High school,Agree,NOT TOO HAPPY
18,Male,11,$40000-49999,Mod satisfied,Exciting,Somewhat important,7,Less than HS,Disagree,PRETTY HAPPY
19,Male,12,$35000-39999,Mod satisfied,Exciting,One of most important,NA,High school,Agree,PRETTY HAPPY
19,Male,11,$7000-7999,Mod satisfied,NA,One of most important,NA,Less than HS,NA,VERY HAPPY
27,Female,9,$22500-24999,Very satisfied,Routine,Not too important,NA,High school,Agree,VERY HAPPY
29,Male,12,$8000-9999,Mod satisfied,Routine,Very important,32,High school,Agree,VERY HAPPY
73,Female,8,$8000-9999,NA,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
39,Male,16,$30000-34999,Very satisfied,NA,Somewhat important,40,Bachelor,NA,NOT TOO HAPPY
72,Male,8,$20000-22499,NA,NA,Very important,NA,Less than HS,NA,VERY HAPPY
49,Female,14,$30000-34999,Very satisfied,Routine,Very important,NA,High school,Agree,VERY HAPPY
43,Female,12,$35000-39999,Mod satisfied,Routine,Very important,16,High school,Agree,PRETTY HAPPY
31,Male,15,$35000-39999,Mod satisfied,NA,Very important,50,High school,NA,PRETTY HAPPY
31,Female,13,$15000-17499,Mod satisfied,Routine,Very important,40,High school,Agree,PRETTY HAPPY
55,Male,16,$60000-74999,Mod satisfied,Exciting,One of most important,40,Bachelor,Disagree,VERY HAPPY
28,Male,12,$17500-19999,Mod satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
73,Female,12,REFUSED,NA,Exciting,Not too important,NA,High school,Agree,VERY HAPPY
22,Male,12,$10000-12499,Mod satisfied,Routine,Somewhat important,30,High school,Agree,PRETTY HAPPY
30,Female,14,$17500-19999,Very satisfied,NA,One of most important,45,Junior college,NA,VERY HAPPY
46,Female,12,$5000-5999,NA,NA,Somewhat important,NA,High school,NA,NOT TOO HAPPY
25,Male,15,$20000-22499,NA,NA,Very important,NA,Junior college,NA,VERY HAPPY
19,Male,12,$4000-4999,Very dissatisfied,Routine,Very important,25,High school,Disagree,PRETTY HAPPY
62,Female,18,$75000+,Very satisfied,Exciting,One of most important,60,Graduate,Agree,VERY HAPPY
